,Bang_cap,Nam_kinh_nghiem,Mang_cong_viec,Luong,Luong_cu,Thoi_gian_gan_bo,Nang_luc_work,Xep_loai_bang
6379,Cao dang,5,Ky su R&D,7.35,7,10,A,Gioi
6380,Dai hoc,1,PM,30.45,29,6,D,Trung binh
6381,Cao dang,0,Lap trinh vien,6.3,6,2,B,Xuat sac
6382,Dai hoc,1,Tu van ban hang,9.45,9,11,A,Xuat sac
6383,Dai hoc,0,Lap trinh vien,12.6,12,0,D,kha
6384,Dai hoc,0,Ky su R&D,20.475,19.5,0,B,Trung binh
6385,Cao dang,11,Lap trinh vien,7.35,7,9,D,Xuat sac
6386,Dai hoc,13,Tu van ban hang,33.6,32,9,B,Gioi
6387,Cao dang,0,Lap trinh vien,7.35,7,3,B,Xuat sac
6388,Dai hoc,11,Tu van ban hang,8.4,8,5,D,Trung binh
6389,Dai hoc,9,Lap trinh vien,17.85,17,4,A,Trung binh
6390,Cao dang,2,Tu van ban hang,6.3,6,3,A,Xuat sac
6391,Cao dang,0,BA,11.55,11,4,D,Trung binh
6392,Dai hoc,0,Lap trinh vien,15.75,15,1,B,Trung binh
6393,Dai hoc,15,Lap trinh vien,15.75,15,9,A,Xuat sac
6394,Cao dang,0,Lap trinh vien,19.95,19,1,D,Trung binh
6395,Dai hoc,5,Lap trinh vien,12.6,12,12,C,Gioi
6396,Cao dang,2,Xu ly data,11.55,11,2,B,Gioi
6397,Cao dang,3,BA,4.2,4,10,C,Xuat sac
6398,Khong bang cap,2,PM,30.45,29,3,B,Khong xep loai
6399,Cao dang,11,Lap trinh vien,16.8,16,0,A,Gioi
6400,Cao dang,2,BA,22.05,21,7,D,Trung binh
6401,Dai hoc,0,Lap trinh vien,22.05,21,0,B,Gioi
6402,Dai hoc,13,Lap trinh vien,13.65,13,5,B,Trung binh
6403,Dai hoc,6,Ky su R&D,12.6,12,6,C,Trung binh
6404,Dai hoc,1,Xu ly data,6.3,6,2,A,Xuat sac
6405,Khong bang cap,3,Tu van ban hang,8.4,8,5,A,Khong xep loai
6406,Khong bang cap,0,BA,7.35,7,1,B,Khong xep loai
6407,Thac si,0,BA,23.1,22,0,A,Trung binh
6408,Khong bang cap,0,Lap trinh vien,8.4,8,1,D,Khong xep loai
6409,Cao dang,3,Lap trinh vien,8.4,8,8,B,kha
6410,Dai hoc,12,Tu van ban hang,42,40,0,A,kha
6411,Cao dang,0,Lap trinh vien,14.7,14,0,C,Trung binh
6412,Cao dang,3,Lap trinh vien,22.05,21,0,B,Trung binh
6413,Cao dang,3,Lap trinh vien,6.3,6,2,A,kha
6414,Khong bang cap,17,Lap trinh vien,12.6,12,6,B,Khong xep loai
6415,Dai hoc,2,BA,25.2,24,1,A,Gioi
6416,Cao dang,10,Lap trinh vien,19.95,19,10,B,Xuat sac
6417,Dai hoc,6,Tu van ban hang,13.65,13,4,D,kha
6418,Cao dang,4,Ky su R&D,11.55,11,4,C,kha
6419,Cao dang,0,Tu van ban hang,9.45,9,1,B,kha
6420,Dai hoc,0,Ky su R&D,15.75,15,0,D,Xuat sac
6421,Dai hoc,0,Tu van ban hang,12.6,12,1,D,kha
6422,Dai hoc,2,Lap trinh vien,6.3,6,2,C,Gioi
6423,Khong bang cap,0,BA,6.3,6,0,C,Khong xep loai
6424,Dai hoc,1,Lap trinh vien,4.2,4,4,D,Xuat sac
6425,Cao dang,1,Lap trinh vien,23.1,22,8,C,Gioi
6426,Cao dang,2,Lap trinh vien,14.7,14,1,B,Gioi
6427,Cao dang,4,PM,34.65,33,7,B,Trung binh
6428,Cao dang,2,Ky su R&D,8.4,8,6,A,Trung binh
6429,Dai hoc,3,Ke toan,10.5,10,6,B,Xuat sac
6430,Cao dang,4,PM,29.4,28,7,B,kha
6431,Cao dang,2,Lap trinh vien,5.25,5,6,C,Trung binh
6432,Cao dang,6,Lap trinh vien,23.1,22,2,D,Xuat sac
6433,Cao dang,1,Ky su R&D,9.45,9,0,B,Trung binh
6434,Khong bang cap,8,Tu van ban hang,10.5,10,6,A,Khong xep loai
6435,Cao dang,17,Lap trinh vien,17.85,17,3,D,Gioi
6436,Cao dang,3,Lap trinh vien,16.8,16,4,B,Xuat sac
6437,Dai hoc,3,BA,22.05,21,4,D,Trung binh
6438,Cao dang,0,Xu ly data,12.6,12,0,D,Trung binh
6439,Dai hoc,4,Lap trinh vien,36.225,34.5,1,B,Gioi
6440,Dai hoc,6,Ky su R&D,19.95,19,2,B,Gioi
6441,Cao dang,1,Lap trinh vien,37.8,36,1,C,kha
6442,Dai hoc,1,Ky su R&D,9.45,9,12,A,Gioi
6443,Dai hoc,0,Lap trinh vien,22.05,21,1,A,Trung binh
6444,Thac si,0,PM,42.525,40.5,0,A,kha
6445,Dai hoc,0,PM,5.25,5,0,C,Trung binh
6446,Dai hoc,0,PM,27.3,26,0,D,Xuat sac
6447,Khong bang cap,8,Ky su R&D,23.1,22,13,D,Khong xep loai
6448,Cao dang,0,PM,9.45,9,4,C,Trung binh
6449,Dai hoc,14,Lap trinh vien,13.65,13,11,B,Trung binh
6450,Dai hoc,4,Lap trinh vien,7.35,7,6,A,Xuat sac
6451,Khong bang cap,0,Lap trinh vien,10.5,10,1,D,Khong xep loai
6452,Cao dang,13,Lap trinh vien,11.55,11,12,A,Xuat sac
6453,Cao dang,3,Tu van ban hang,7.875,7.5,1,B,Gioi
6454,Thac si,4,Lap trinh vien,24.15,23,7,A,Gioi
6455,Dai hoc,0,Tester,11.55,11,1,B,Gioi
6456,Dai hoc,1,BA,17.85,17,4,C,Gioi
6457,Khong bang cap,0,BA,19.95,19,1,D,Khong xep loai
6458,Dai hoc,10,Tu van ban hang,7.35,7,0,A,Gioi
6459,Khong bang cap,6,Lap trinh vien,23.1,22,0,A,Khong xep loai
6460,Cao dang,16,Lap trinh vien,18.9,18,12,A,Gioi
6461,Dai hoc,0,Lap trinh vien,6.3,6,0,B,Xuat sac
6462,Cao dang,1,Lap trinh vien,13.65,13,2,B,Gioi
6463,Khong bang cap,0,Ky su R&D,21,20,3,C,Khong xep loai
6464,Dai hoc,4,Ky su R&D,4.2,4,3,B,kha
6465,Dai hoc,3,Ky su R&D,17.325,16.5,3,C,kha
6466,Dai hoc,7,Lap trinh vien,10.5,10,3,B,kha
6467,Cao dang,4,Lap trinh vien,24.15,23,4,C,Trung binh
6468,Thac si,4,PM,22.05,21,1,A,Gioi
6469,Cao dang,4,Ky su R&D,16.8,16,4,A,Trung binh
6470,Cao dang,32,PM,6.3,6,1,D,kha
6471,Dai hoc,0,Tu van ban hang,7.35,7,0,B,Xuat sac
6472,Cao dang,6,Lap trinh vien,4.2,4,7,B,Gioi
6473,Cao dang,0,Tu van ban hang,6.3,6,0,C,kha
6474,Cao dang,5,Lap trinh vien,5.25,5,1,B,Trung binh
6475,Dai hoc,0,Lap trinh vien,25.2,24,0,A,Gioi
6476,Khong bang cap,5,Tu van ban hang,20.475,19.5,2,C,Khong xep loai
6477,Dai hoc,3,Lap trinh vien,16.8,16,3,A,kha
6478,Dai hoc,7,Lap trinh vien,9.45,9,3,C,Gioi
6479,Cao dang,1,BA,11.55,11,8,D,kha
6480,Dai hoc,0,Lap trinh vien,13.65,13,0,A,kha
6481,Dai hoc,6,PM,10.5,10,6,D,Trung binh
6482,Cao dang,0,Ky su R&D,9.45,9,2,D,kha
6483,Khong bang cap,1,Ky su R&D,23.625,22.5,5,D,Khong xep loai
6484,Cao dang,1,Lap trinh vien,24.15,23,5,C,kha
6485,Cao dang,0,PM,23.1,22,0,C,Trung binh
6486,Dai hoc,0,Lap trinh vien,23.625,22.5,1,C,kha
6487,Dai hoc,19,Lap trinh vien,54.6,52,5,A,Xuat sac
6488,Cao dang,2,Ky su R&D,17.85,17,0,B,Gioi
6489,Thac si,10,Lap trinh vien,19.95,19,4,A,Trung binh
6490,Dai hoc,0,Lap trinh vien,7.35,7,0,C,Trung binh
6491,Dai hoc,0,Xu ly data,8.4,8,0,A,Trung binh
6492,Cao dang,2,BA,25.2,24,1,A,Gioi
6493,Dai hoc,1,PM,21,20,0,A,Trung binh
6494,Thac si,0,Lap trinh vien,22.05,21,1,A,kha
6495,Dai hoc,4,Tu van ban hang,8.4,8,2,B,kha
6496,Dai hoc,0,Lap trinh vien,25.2,24,0,C,Trung binh
6497,Dai hoc,0,Lap trinh vien,21,20,1,B,kha
6498,Thac si,0,Ky su R&D,18.9,18,2,A,Gioi
6499,Dai hoc,4,Tester,6.3,6,6,D,Trung binh
6500,Dai hoc,5,Lap trinh vien,10.5,10,1,C,Trung binh
6501,Khong bang cap,1,Lap trinh vien,7.35,7,5,D,Khong xep loai
6502,Cao dang,0,Lap trinh vien,23.1,22,3,D,Xuat sac
6503,Cao dang,1,Lap trinh vien,19.95,19,6,A,Trung binh
6504,Khong bang cap,1,Lap trinh vien,19.95,19,1,D,Khong xep loai
6505,Khong bang cap,3,Lap trinh vien,31.5,30,2,A,Khong xep loai
6506,Dai hoc,0,Lap trinh vien,23.1,22,5,A,Gioi
6507,Khong bang cap,0,Lap trinh vien,20.475,19.5,0,A,Khong xep loai
6508,Dai hoc,3,Lap trinh vien,10.5,10,0,B,Gioi
6509,Dai hoc,0,BA,37.8,36,1,C,Trung binh
6510,Cao dang,16,BA,22.05,21,10,B,Gioi
6511,Cao dang,5,Lap trinh vien,19.95,19,5,D,Xuat sac
6512,Cao dang,11,Lap trinh vien,21,20,10,C,Gioi
6513,Cao dang,2,Ky su R&D,20.475,19.5,0,B,Gioi
6514,Dai hoc,14,BA,4.2,4,11,C,kha
6515,Dai hoc,0,Lap trinh vien,22.05,21,1,C,kha
6516,Cao dang,1,Tu van ban hang,9.45,9,2,A,Trung binh
6517,Cao dang,10,Lap trinh vien,15.75,15,9,A,Trung binh
6518,Cao dang,1,Ke toan,15.75,15,0,D,kha
6519,Cao dang,0,PM,27.3,26,0,B,Gioi
6520,Dai hoc,0,Tu van ban hang,6.3,6,8,B,kha
6521,Dai hoc,0,Tu van ban hang,12.6,12,0,A,Gioi
6522,Cao dang,12,Lap trinh vien,11.55,11,13,C,Xuat sac
6523,Dai hoc,1,BA,17.85,17,1,A,Gioi
6524,Cao dang,5,Ky su R&D,7.35,7,4,B,Xuat sac
6525,Cao dang,0,Lap trinh vien,11.55,11,5,A,Xuat sac
6526,Dai hoc,2,Ky su R&D,8.4,8,6,A,Xuat sac
6527,Cao dang,3,Tu van ban hang,7.35,7,1,D,Trung binh
6528,Cao dang,5,PM,19.95,19,0,B,kha
6529,Dai hoc,19,Lap trinh vien,79.8,76,7,A,Trung binh
6530,Thac si,3,Tu van ban hang,23.625,22.5,1,A,Trung binh
6531,Cao dang,1,Lap trinh vien,21,20,3,A,Xuat sac
6532,Cao dang,8,BA,9.45,9,11,B,Gioi
6533,Cao dang,6,Lap trinh vien,22.05,21,0,C,Trung binh
6534,Khong bang cap,2,Lap trinh vien,23.1,22,2,C,Khong xep loai
6535,Dai hoc,13,BA,16.8,16,13,A,Gioi
6536,Cao dang,0,Xu ly data,14.7,14,0,D,Trung binh
6537,Dai hoc,1,PM,40.95,39,3,D,Trung binh
6538,Cao dang,0,PM,11.55,11,9,D,Xuat sac
6539,Thac si,0,Lap trinh vien,19.95,19,1,A,kha
6540,Khong bang cap,0,PM,16.8,16,3,B,Khong xep loai
6541,Dai hoc,3,Lap trinh vien,22.05,21,6,A,Xuat sac
6542,Cao dang,0,BA,31.5,30,2,B,Trung binh
6543,Dai hoc,1,BA,22.05,21,1,A,Trung binh
6544,Cao dang,3,Lap trinh vien,9.45,9,3,C,Xuat sac
6545,Khong bang cap,0,Tu van ban hang,4.2,4,1,D,Khong xep loai
6546,Cao dang,1,Ky su R&D,23.1,22,4,C,Xuat sac
6547,Khong bang cap,0,Lap trinh vien,13.65,13,0,B,Khong xep loai
6548,Cao dang,0,Tu van ban hang,14.7,14,0,A,Xuat sac
6549,Cao dang,0,Lap trinh vien,6.3,6,2,C,Gioi
6550,Cao dang,0,Tu van ban hang,12.6,12,0,A,Gioi
6551,Cao dang,0,Lap trinh vien,19.95,19,0,D,kha
6552,Dai hoc,2,Tu van ban hang,9.45,9,2,D,Gioi
6553,Dai hoc,11,Lap trinh vien,15.75,15,13,D,Trung binh
6554,Dai hoc,0,Lap trinh vien,10.5,10,0,D,Trung binh
6555,Khong bang cap,31,Lap trinh vien,23.1,22,5,D,Khong xep loai
6556,Thac si,3,Lap trinh vien,15.75,15,5,A,Gioi
6557,Cao dang,0,Lap trinh vien,5.25,5,1,B,Gioi
6558,Khong bang cap,1,Ky su R&D,37.8,36,0,C,Khong xep loai
6559,Dai hoc,1,Ky su R&D,23.1,22,1,B,Trung binh
6560,Cao dang,3,Lap trinh vien,6.3,6,8,B,kha
6561,Cao dang,2,Lap trinh vien,9.45,9,4,C,Gioi
6562,Dai hoc,8,Lap trinh vien,8.4,8,1,A,Gioi
6563,Cao dang,9,PM,17.85,17,10,B,Gioi
6564,Cao dang,0,Lap trinh vien,26.775,25.5,0,D,kha
6565,Khong bang cap,21,Ky su R&D,13.65,13,9,D,Khong xep loai
6566,Dai hoc,6,PM,25.2,24,5,C,Trung binh
6567,Cao dang,2,Lap trinh vien,8.4,8,2,D,Gioi
6568,Cao dang,0,Lap trinh vien,11.55,11,0,C,Trung binh
6569,Khong bang cap,0,PM,9.45,9,0,B,Khong xep loai
6570,Cao dang,10,Lap trinh vien,23.1,22,3,A,Xuat sac
6571,Dai hoc,10,PM,29.4,28,12,C,Gioi
6572,Cao dang,15,Lap trinh vien,23.1,22,14,C,Xuat sac
6573,Cao dang,1,Ky su R&D,25.2,24,1,B,Xuat sac
6574,Cao dang,5,Lap trinh vien,7.35,7,3,C,Trung binh
6575,Dai hoc,5,PM,19.95,19,14,C,Trung binh
6576,Dai hoc,4,Xu ly data,6.3,6,7,A,Gioi
6577,Cao dang,0,Tu van ban hang,14.7,14,0,D,kha
6578,Cao dang,0,Lap trinh vien,24.15,23,3,A,Xuat sac
6579,Khong bang cap,8,Lap trinh vien,21,20,8,D,Khong xep loai
6580,Dai hoc,2,Tu van ban hang,14.7,14,4,A,Gioi
6581,Khong bang cap,5,Lap trinh vien,11.025,10.5,8,B,Khong xep loai
6582,Dai hoc,0,PM,12.6,12,2,B,Gioi
6583,Dai hoc,5,BA,9.45,9,0,C,Trung binh
6584,Khong bang cap,1,Lap trinh vien,9.45,9,6,C,Khong xep loai
6585,Dai hoc,11,BA,8.4,8,7,C,Gioi
6586,Cao dang,2,Tu van ban hang,12.6,12,11,A,kha
6587,Cao dang,10,Lap trinh vien,16.8,16,9,C,Gioi
6588,Cao dang,0,Lap trinh vien,18.9,18,1,A,Gioi
6589,Thac si,1,Lap trinh vien,17.85,17,1,A,Xuat sac
6590,Khong bang cap,10,Tu van ban hang,8.4,8,6,A,Khong xep loai
6591,Cao dang,5,Lap trinh vien,24.15,23,7,C,Xuat sac
6592,Dai hoc,0,Ky su R&D,19.95,19,0,B,Trung binh
6593,Dai hoc,0,PM,13.65,13,0,C,Gioi
6594,Khong bang cap,0,Lap trinh vien,18.9,18,1,A,Khong xep loai
6595,Dai hoc,0,BA,24.15,23,0,B,Gioi
6596,Dai hoc,8,Tu van ban hang,14.7,14,9,A,kha
6597,Cao dang,11,Lap trinh vien,22.05,21,8,B,Gioi
6598,Cao dang,1,Lap trinh vien,10.5,10,1,D,Xuat sac
6599,Cao dang,1,Lap trinh vien,23.1,22,0,A,Gioi
6600,Cao dang,2,Xu ly data,9.45,9,4,B,Trung binh
6601,Dai hoc,1,Lap trinh vien,6.3,6,4,A,Gioi
6602,Dai hoc,1,Lap trinh vien,8.4,8,10,C,Gioi
6603,Khong bang cap,8,Lap trinh vien,25.2,24,9,C,Khong xep loai
6604,Dai hoc,3,BA,6.3,6,4,B,kha
6605,Khong bang cap,19,Ky su R&D,13.65,13,10,C,Khong xep loai
6606,Dai hoc,5,BA,21,20,5,D,kha
6607,Cao dang,6,Lap trinh vien,24.15,23,2,B,Gioi
6608,Cao dang,3,Tu van ban hang,5.25,5,4,B,kha
6609,Dai hoc,2,Lap trinh vien,8.4,8,6,A,kha
6610,Khong bang cap,3,Lap trinh vien,11.025,10.5,2,A,Khong xep loai
6611,Cao dang,2,Lap trinh vien,26.775,25.5,2,D,Gioi
6612,Cao dang,6,BA,4.2,4,4,D,kha
6613,Cao dang,9,Tu van ban hang,12.6,12,4,D,Gioi
6614,Dai hoc,2,Tu van ban hang,9.45,9,0,A,Gioi
6615,Dai hoc,3,Lap trinh vien,7.875,7.5,2,B,kha
6616,Cao dang,0,Lap trinh vien,22.05,21,0,A,Gioi
6617,Khong bang cap,0,BA,37.8,36,4,B,Khong xep loai
6618,Dai hoc,8,Xu ly data,5.25,5,1,A,Gioi
6619,Dai hoc,2,Lap trinh vien,5.25,5,6,A,Trung binh
6620,Cao dang,0,Ky su R&D,17.325,16.5,0,B,Trung binh
6621,Cao dang,6,Ky su R&D,23.1,22,7,B,Gioi
6622,Dai hoc,3,Ky su R&D,7.35,7,4,B,kha
6623,Cao dang,0,Tu van ban hang,4.2,4,1,A,kha
6624,Khong bang cap,4,Lap trinh vien,13.65,13,1,A,Khong xep loai
6625,Khong bang cap,11,PM,19.95,19,1,D,Khong xep loai
6626,Cao dang,0,BA,6.3,6,0,A,Trung binh
6627,Dai hoc,1,Lap trinh vien,22.05,21,0,A,Xuat sac
6628,Dai hoc,0,Lap trinh vien,12.6,12,6,A,Trung binh
6629,Dai hoc,1,Lap trinh vien,23.1,22,0,C,Trung binh
6630,Khong bang cap,8,Ky su R&D,11.55,11,8,B,Khong xep loai
6631,Dai hoc,14,Tu van ban hang,8.4,8,0,D,Xuat sac
6632,Khong bang cap,0,Lap trinh vien,23.1,22,0,D,Khong xep loai
6633,Thac si,12,Lap trinh vien,22.05,21,1,A,kha
6634,Cao dang,5,BA,13.65,13,1,C,Trung binh
6635,Dai hoc,14,Lap trinh vien,25.2,24,12,A,Xuat sac
6636,Khong bang cap,0,Tester,14.7,14,1,B,Khong xep loai
6637,Thac si,0,BA,23.1,22,0,A,Xuat sac
6638,Dai hoc,9,Ky su R&D,22.05,21,6,C,Trung binh
6639,Cao dang,0,Lap trinh vien,16.8,16,0,B,Trung binh
6640,Dai hoc,10,Tu van ban hang,8.4,8,7,A,kha
6641,Dai hoc,3,Ky su R&D,14.7,14,0,D,Xuat sac
6642,Dai hoc,2,Lap trinh vien,9.45,9,1,A,kha
6643,Dai hoc,1,Ky su R&D,13.65,13,0,B,Gioi
6644,Dai hoc,8,Lap trinh vien,12.6,12,0,A,Gioi
6645,Dai hoc,13,Tu van ban hang,7.35,7,14,C,kha
6646,Dai hoc,10,Lap trinh vien,88.2,84,10,A,kha
6647,Dai hoc,0,Ky su R&D,12.6,12,1,A,kha
6648,Cao dang,7,Lap trinh vien,13.65,13,8,B,kha
6649,Khong bang cap,4,BA,9.45,9,3,A,Khong xep loai
6650,Cao dang,8,Lap trinh vien,13.65,13,6,B,kha
6651,Cao dang,0,Lap trinh vien,7.35,7,0,D,Trung binh
6652,Cao dang,6,Tu van ban hang,12.6,12,3,D,Trung binh
6653,Thac si,3,BA,29.925,28.5,1,A,Gioi
6654,Dai hoc,1,BA,15.75,15,0,A,Xuat sac
6655,Dai hoc,6,Tester,12.6,12,10,D,Xuat sac
6656,Dai hoc,0,PM,12.6,12,0,C,Xuat sac
6657,Thac si,18,PM,17.85,17,6,A,kha
6658,Dai hoc,3,Ky su R&D,31.5,30,2,C,kha
6659,Dai hoc,1,Tu van ban hang,6.3,6,4,C,Gioi
6660,Khong bang cap,4,Lap trinh vien,9.45,9,1,A,Khong xep loai
6661,Dai hoc,0,Ky su R&D,4.2,4,1,A,Xuat sac
6662,Khong bang cap,0,Lap trinh vien,18.9,18,1,C,Khong xep loai
6663,Dai hoc,3,Ky su R&D,4.2,4,8,D,kha
6664,Khong bang cap,0,Lap trinh vien,24.15,23,1,B,Khong xep loai
6665,Khong bang cap,0,Lap trinh vien,14.7,14,5,A,Khong xep loai
6666,Cao dang,0,Lap trinh vien,8.4,8,0,B,Xuat sac
6667,Khong bang cap,0,Tu van ban hang,4.2,4,1,B,Khong xep loai
6668,Dai hoc,6,Lap trinh vien,5.25,5,5,C,Trung binh
6669,Khong bang cap,5,BA,9.45,9,1,D,Khong xep loai
6670,Khong bang cap,1,Lap trinh vien,6.3,6,0,A,Khong xep loai
6671,Dai hoc,6,Lap trinh vien,15.75,15,5,A,Xuat sac
6672,Cao dang,0,Lap trinh vien,22.05,21,0,A,kha
6673,Cao dang,0,Lap trinh vien,15.75,15,0,A,Xuat sac
6674,Dai hoc,3,Lap trinh vien,17.325,16.5,4,C,Gioi
6675,Khong bang cap,0,Lap trinh vien,19.95,19,0,D,Khong xep loai
6676,Dai hoc,1,Lap trinh vien,15.75,15,2,A,kha
6677,Dai hoc,5,BA,17.325,16.5,3,B,kha
6678,Cao dang,0,Lap trinh vien,6.3,6,0,D,Xuat sac
6679,Khong bang cap,5,Lap trinh vien,8.4,8,3,A,Khong xep loai
6680,Cao dang,9,Lap trinh vien,16.8,16,0,D,kha
6681,Dai hoc,1,Ke toan,12.6,12,0,A,Xuat sac
6682,Cao dang,0,Ke toan,9.45,9,1,A,Gioi
6683,Dai hoc,2,Lap trinh vien,12.6,12,3,A,Trung binh
6684,Dai hoc,0,BA,11.55,11,1,A,kha
6685,Cao dang,2,Tu van ban hang,18.9,18,2,A,Gioi
6686,Dai hoc,3,BA,5.25,5,2,D,Trung binh
6687,Dai hoc,0,Lap trinh vien,13.65,13,0,D,Trung binh
6688,Dai hoc,0,Xu ly data,11.55,11,1,A,kha
6689,Cao dang,10,Lap trinh vien,12.6,12,11,A,kha
6690,Cao dang,3,Lap trinh vien,37.8,36,0,D,Gioi
6691,Cao dang,0,Xu ly data,6.3,6,3,D,Xuat sac
6692,Cao dang,0,Lap trinh vien,19.95,19,0,C,Xuat sac
6693,Khong bang cap,0,Lap trinh vien,22.05,21,0,A,Khong xep loai
6694,Dai hoc,6,Lap trinh vien,10.5,10,7,C,Xuat sac
6695,Dai hoc,2,Ky su R&D,29.925,28.5,2,C,Xuat sac
6696,Cao dang,8,Lap trinh vien,21,20,5,B,Trung binh
6697,Dai hoc,2,BA,7.35,7,2,A,Trung binh
6698,Cao dang,4,Ky su R&D,10.5,10,4,B,Trung binh
6699,Cao dang,5,Lap trinh vien,10.5,10,1,D,kha
6700,Khong bang cap,5,Lap trinh vien,21,20,2,C,Khong xep loai
6701,Cao dang,8,Lap trinh vien,12.6,12,6,A,Gioi
6702,Cao dang,0,Lap trinh vien,16.8,16,0,A,Trung binh
6703,Cao dang,5,Lap trinh vien,10.5,10,8,B,Xuat sac
6704,Cao dang,4,Lap trinh vien,14.7,14,7,C,Trung binh
6705,Dai hoc,3,Ke toan,9.45,9,8,C,Gioi
6706,Cao dang,1,Ky su R&D,14.7,14,3,D,kha
6707,Cao dang,4,PM,22.05,21,0,B,Xuat sac
6708,Dai hoc,0,Xu ly data,4.2,4,0,D,kha
6709,Cao dang,1,Lap trinh vien,13.65,13,1,C,Xuat sac
6710,Cao dang,2,Lap trinh vien,23.1,22,8,B,Gioi
6711,Dai hoc,2,Ky su R&D,5.25,5,2,C,Gioi
6712,Cao dang,2,Lap trinh vien,24.15,23,0,B,Gioi
6713,Khong bang cap,3,Lap trinh vien,8.4,8,2,A,Khong xep loai
6714,Cao dang,10,Xu ly data,7.35,7,5,A,Gioi
6715,Dai hoc,5,Tester,17.325,16.5,1,A,kha
6716,Cao dang,4,Ke toan,11.55,11,13,B,kha
6717,Dai hoc,1,BA,17.85,17,0,D,Xuat sac
6718,Cao dang,2,Lap trinh vien,4.2,4,2,A,Trung binh
6719,Tien si,15,Ky su R&D,25.2,24,6,B,Khong xep loai
6720,Cao dang,9,Lap trinh vien,6.3,6,10,D,Trung binh
6721,Khong bang cap,6,Lap trinh vien,14.7,14,2,C,Khong xep loai
6722,Cao dang,3,Lap trinh vien,19.95,19,2,D,Trung binh
6723,Dai hoc,12,Ky su R&D,18.9,18,9,D,Gioi
6724,Khong bang cap,11,Ke toan,11.55,11,12,D,Khong xep loai
6725,Dai hoc,1,Lap trinh vien,13.65,13,1,A,Trung binh
6726,Dai hoc,0,Tester,7.35,7,4,A,Trung binh
6727,Dai hoc,3,Tu van ban hang,8.4,8,4,A,Gioi
6728,Dai hoc,0,Lap trinh vien,15.75,15,3,C,Trung binh
6729,Cao dang,6,Ky su R&D,17.85,17,9,D,Trung binh
6730,Cao dang,3,Lap trinh vien,23.625,22.5,4,B,Xuat sac
6731,Cao dang,0,Tu van ban hang,9.45,9,2,B,Gioi
6732,Cao dang,0,Tu van ban hang,14.7,14,0,A,kha
6733,Dai hoc,2,Lap trinh vien,15.75,15,0,C,Xuat sac
6734,Thac si,7,BA,37.8,36,7,A,kha
6735,Dai hoc,3,PM,40.95,39,9,D,Trung binh
6736,Thac si,3,Lap trinh vien,28.35,27,1,A,Xuat sac
6737,Cao dang,3,Lap trinh vien,15.75,15,14,D,Xuat sac
6738,Khong bang cap,1,Lap trinh vien,19.95,19,1,D,Khong xep loai
6739,Khong bang cap,7,Lap trinh vien,7.875,7.5,5,C,Khong xep loai
6740,Dai hoc,19,Lap trinh vien,25.2,24,7,D,kha
6741,Cao dang,3,Ky su R&D,11.55,11,0,B,Xuat sac
6742,Khong bang cap,2,Xu ly data,9.45,9,1,C,Khong xep loai
6743,Khong bang cap,4,Lap trinh vien,28.35,27,4,D,Khong xep loai
6744,Khong bang cap,0,Lap trinh vien,36.225,34.5,0,C,Khong xep loai
6745,Cao dang,26,Lap trinh vien,18.9,18,3,D,kha
6746,Dai hoc,0,Tu van ban hang,20.475,19.5,0,A,Trung binh
6747,Dai hoc,0,Xu ly data,10.5,10,6,A,Xuat sac
6748,Cao dang,2,Xu ly data,13.65,13,0,D,Gioi
6749,Dai hoc,6,Ky su R&D,4.2,4,11,C,Gioi
6750,Cao dang,15,Tu van ban hang,12.6,12,8,B,kha
6751,Cao dang,0,Lap trinh vien,11.55,11,7,A,Xuat sac
6752,Cao dang,3,Lap trinh vien,7.875,7.5,5,A,kha
6753,Khong bang cap,7,Tu van ban hang,8.4,8,5,B,Khong xep loai
6754,Cao dang,5,Lap trinh vien,17.85,17,0,C,Gioi
6755,Khong bang cap,11,Lap trinh vien,19.95,19,9,A,Khong xep loai
6756,Cao dang,1,Tester,11.55,11,1,D,Xuat sac
6757,Dai hoc,0,Lap trinh vien,23.1,22,14,D,kha
6758,Cao dang,0,Lap trinh vien,5.25,5,1,A,Gioi
6759,Cao dang,0,Ky su R&D,8.4,8,1,C,Gioi
6760,Cao dang,6,BA,5.25,5,4,D,Trung binh
6761,Cao dang,6,PM,7.875,7.5,0,A,kha
6762,Cao dang,2,Lap trinh vien,4.2,4,11,D,Xuat sac
6763,Cao dang,0,Ky su R&D,7.35,7,0,B,Trung binh
6764,Cao dang,1,Tester,4.2,4,1,D,kha
6765,Dai hoc,2,PM,11.025,10.5,2,A,Trung binh
6766,Khong bang cap,0,Lap trinh vien,16.8,16,1,A,Khong xep loai
6767,Dai hoc,7,Tu van ban hang,10.5,10,3,D,Xuat sac
6768,Dai hoc,0,Tu van ban hang,12.6,12,1,B,Gioi
6769,Khong bang cap,2,BA,6.3,6,13,B,Khong xep loai
6770,Cao dang,0,Lap trinh vien,28.35,27,1,A,Gioi
6771,Khong bang cap,0,Lap trinh vien,25.2,24,0,B,Khong xep loai
6772,Dai hoc,0,Tu van ban hang,5.25,5,1,B,kha
6773,Dai hoc,15,Lap trinh vien,4.2,4,11,B,Gioi
6774,Khong bang cap,0,Lap trinh vien,7.35,7,0,A,Khong xep loai
6775,Cao dang,5,Ky su R&D,6.3,6,3,C,kha
6776,Cao dang,5,Tu van ban hang,14.7,14,3,A,Trung binh
